Name;Latitude;Longitude;Label
M643+4H Delhi, India;28.655316;77.203943;bad
E-1/145, Pocket 1, Sector 11, Rohini, Delhi, 110085, India;28.732387;77.113187;good
2566, Dharampura Rd, Nawabganj, Tis Hazari, Delhi, 110006, India;28.653681;77.231258;bad
A-6, 2nd Floor, Nimri Commercial Centre, Phase 4, Nimri Colony, Ashok Vihar, Delhi, 110052, India;28.680594;77.177177;good
Rohini Sec 35, Sector 36, Rohini, Delhi, 110039, India;28.75764;77.065983;bad
01, Kashmere Gate, Delhi, 110006, India;28.666602;77.229617;bad
34 SSI INDUSTRIAL ESTATE, GT Karnal Rd, Bhalswa Jahangirpuri, Jahangirpuri, Delhi, 110033, India;28.723971;77.164159;bad
21, Kiran Vihar, Karkardooma, Anand Vihar, Delhi, 110092, India;28.654079;77.301594;bad
110, Satya Bhawan, 36, Community Centre, Wazirpur Industrial Area, Ring Road, Block AG, Poorbi Shalimar Bag, Shalimar Bagh, Delhi, 110052, India;28.702237;77.165395;bad
J7W3+QP Delhi, India;28.646905;77.254296;bad
10, Veer Savarkar Block, Sector 3, Preet Vihar, Delhi, 110092, India;28.637232;77.286564;bad
J6QW+VR, Gandhi Smriti, Raj Ghat, Delhi, 110002, India;28.639792;77.246969;good
J6VX+JH Delhi, India;28.6441;77.248941;good
P4C9+PRW, Swarn Jayanti Park, Sector 10, Rohini, Delhi, 110085, India;28.722288;77.119614;bad
2C, MIG FLATS, PHASE 3, ASHOK VIHAR,DELHI_110052 (NEAR SATYAWATI COLLEGE), Pocket A, Ashok Vihar III, Ashok Vihar, Delhi, 110052, India;28.695896;77.179918;bad
616, Loni Rd, Ram Nagar, Shahdara, Delhi, 110032, India;28.678318;77.293432;bad
P628+G9J, Brig SK Mazumdar Marg, Timarpur, Delhi, 110054, India;28.702059;77.216176;bad
350, Block A 4, AB Extension, Sultanpuri, Delhi, 110086, India;28.695293;77.079075;bad
Shop No.S-1/69, WZ - 32, Lala Ganesh Dass Khatri Marg, Old Mahavir Nagar, Tilak Nagar, Delhi, 110018, India;28.637888;77.088359;good
M728+WJ Delhi, India;28.652366;77.266622;bad
Shastri Park, Metro Vihar, Shastri Park, Jagjit Nagar, Delhi, 110053, India;28.668821;77.249385;bad
Q4JR+HC3, Budhpur, Delhi, 110036, India;28.781059;77.141663;bad
SQUASH CENTRE, DWARKA SPORTS COMPLEX, Sector 11 Dwarka, Dwarka, Delhi, 110075, India;28.590265;77.056011;good
21/1, Oberoi Compound, Dilshad Garden, G. T. Road, Jhilmil Industrial Area, Vivek Vihar, Delhi, 110095, India;28.675793;77.321517;bad
M5WJ+QF4, Ashok Vihar Flyover, Ashok Vihar II, Pocket A, Ashok Vihar, Delhi, 110052, India;28.696835;77.18103;bad
H3P4+JVW, Sector 10 Dwarka, Dwarka, Delhi, 110075, India;28.586232;77.057073;good
725 main babarpur road rohtash nagar shahdara delhi-110032, Kamla Nehru Ridge, Civil Lines, Delhi, 110007, India;28.683453;77.214022;good
1877, suiwalan darya ganj, Kaccha Bagh Area, Chandni Chowk, Delhi, 110006, India;28.660081;77.229146;bad
C-110, Aggra Nagar, Gali No 1, Nangloi, Gulshan Park, Mubarkpur, Delhi, 110041, India;28.686508;77.057299;bad
M69W+WJ Delhi, India;28.669763;77.246586;bad
25, Najafgarh Rd, Block Z, Rajouri Garden Extension, Rajouri Garden, Delhi, 110027, India;28.644926;77.115032;good
Majlis Park, Block EE, Jahangirpuri, Delhi, 110033, India;28.72306;77.18207;bad
Rohini West station, Rohini, Delhi, 110085, India;28.71471;77.116394;bad
Seelampur Chowk, M7C9+JX2, New Seelampur, Shahdara, Delhi, 110053, India;28.671533;77.26999;bad
869, Banda Bahadur Marg, near UCO Bank, Mukherjee Nagar, Delhi, 110009, India;28.712096;77.215306;good
G-5/343, Giani Gurumukhi Musaphir Marg, G Block, Sector 16G, Rohini, Delhi, 110089, India;28.739568;77.119198;good
OFFICE, CAMBRIDGE FOUNDATION SCHOOL, Major Sudesh Kumar Marg, Block J, Rajouri Garden Extension, Rajouri Garden, Delhi, 110027, India;28.639749;77.114279;good
M64R+79X, Lal Qila, Chandni Chowk, Delhi, 110006, India;28.655706;77.240993;good
Coronation Park, Shanti Swaroop Tyagi Marg, Model Town, Delhi, 110033, India;28.722333;77.196509;good
Shop no 3 DDA market, near IP college, Railway Colony, Civil Lines, Delhi, 110054, India;28.678728;77.224368;bad
Zakhira Flyover, Chara Mandi, Zakhira, Delhi, 110015, India;28.66848;77.165539;good
4/2, Block F, Swaroop Nagar, Extn, Delhi, 110042, India;28.762457;77.146647;good
P477+HFQ, Sector 6 Rd, Sector 6, Rohini, Delhi, 110085, India;28.71402;77.113725;good
P4G7+9RG, Swarn Jayanti Park, Sector 12, Rohini, Delhi, 110085, India;28.725531;77.114259;good
M39V+JXP, Rd Number 30, Reserve Bank Enclave, Paschim Vihar, Delhi, 110063, India;28.669077;77.094988;good
Shop no- 1, Shastri Market, Gurudwara Road,Karol Bagh, New Delhi, Block 8, WEA, Karol Bagh, Delhi, 110005, India;28.645858;77.190907;bad
M63J+X88, near old jain dharam sala, Kinari Bazar, Katra Shah N Shah, Chandni Chowk, Delhi, 110006, India;28.654931;77.230845;good
198, Qutab Rd, Ram Nagar Market, Teliwara, Sadar Bazaar, Delhi, 110006, India;28.648585;77.217864;bad
ISBT Maharana Pratap Bus Terminal, Inter State Bus Terminal, Kashmere Gate, Delhi, 110006, India;28.667794;77.230513;bad
9, Jagat Puri, Krishna Nagar, Delhi, 110051, India;28.640193;77.293781;bad
NH9, Nirankari Park, Gopalpur Village, Delhi, 110033, India;28.724873;77.209229;bad
Shivanika Gas Agency, Rd Number 71, Vivek Vihar, Delhi, 110095, India;28.665771;77.312773;good
A1/408, State Bank Road, Block B 4, Harijan Colony, Sultanpuri, Delhi, 110086, India;28.6939;77.075336;bad
B_9, Bindapur, New Jankipuri, Anup Nagar, Uttam Nagar, Bindapur, Delhi, 110059, India;28.610905;77.073097;good
91, Tunda Nagar, Johripur, Delhi, Uttar Pradesh 201102, India;28.714746;77.289809;bad
Metro Pillar 123, Karkardooma, Dayanand Vihar, Dayanand Vihar, Anand Vihar, Delhi, 110092, India;28.647448;77.302963;bad
64, New Shabhapur Gujran, Shastri Park, Karawal Nagar, Delhi, 110094, India;28.670701;77.244521;bad
EMERGENCY, GOVIND BALLABH PANT HOSPITAL, 64 Khamba, Delhi, 110002, India;28.6388;77.234446;bad
J6PG+6HF, CGRC Rd, Minto Road Complex, Sushant Lok Phase 1, Minto Bridge Colony, Barakhamba, Delhi, 110002, India;28.635655;77.226616;bad
Shamshan Ghat Pusta, Geeta Colony, Delhi, 110031, India;28.655167;77.26406;bad
ISBT Ring Road, Civil Lines, Delhi, 110054, India;28.671234;77.231432;bad
Naini Lake, P54V+RQV, Block A 2, Model Town Phase I, Model Town, Delhi, 110009, India;28.707252;77.194444;bad
Princess Park Sec. 6, Sector 6 Dwarka, Dwarka, Delhi, 110075, India;28.5878;77.066632;good
Shop No 32-33 Ground Floor King Mall Twin Distt Centre Adj. Metro Station, Swarn Jayanti Park, Sector 10, Rohini, Delhi, 110085, India;28.715723;77.114225;good
G-1129, Block F, Shakurpur Colony, Shakurpur, Delhi, 110034, India;28.686431;77.15053;bad
Kh. no. 1082, 1st floor, near प्रधान धरम कांटा, Bhalswa Jahangir Village, Bhalswa, Delhi, 110033, India;28.737705;77.164175;bad
Jahangir Pur Metro Station, Block C, Jahangirpuri Industrial Area, Jahangirpuri, Delhi, 110033, India;28.727283;77.161702;bad
14, near Gitarattan Jindal Public School, Sector 7, Pocket 14, Sector 7D, Rohini, Delhi, 110085, India;28.711981;77.119632;good
Government Senior Secondary School, Mata Sundari Railway Colony, Mandi House, Delhi, 110002, India;28.633098;77.230826;good
Brig SK Mazumdar Marg, Timarpur, Delhi, 110007, India;28.702292;77.216289;bad
1704, Shyama Prasad Mukherjee Marg, near by Peeli Kothi, Bara Chamarwara, Khari Baoli, Old Delhi, Delhi, 110006, India;28.662085;77.219172;bad
J7QQ+2H3, Block C, Bharati Artist Colony, Preet Vihar, Delhi, 110092, India;28.637479;77.288798;bad
Plot No. 474, Pal Colony, Paul Colony, Rithala, Rohini, Delhi, 110085, India;28.723337;77.104002;bad
BPD Block, Outer Ring Road, Pitanpura, M4XC+958, Block A, Saraswati Vihar, Pitam Pura, Delhi, 110034, India;28.698508;77.120485;good
C-91/1, B and C Block Rd, Block C, Wazirpur Industrial Area, Wazirpur, Delhi, 110052, India;28.702815;77.168407;good
J8H9+29 Delhi, India;28.627534;77.318405;bad
Shamshan Ghat Pusta, Multani Mohalla, Geeta Colony, Delhi, 110031, India;28.65637;77.26316;bad
House no- P-33 gali no-2, Main Rd, Sankar Nagar, Seelampur, Shahdara, Delhi, 110031, India;28.663356;77.276495;bad
J76P+C72, Samaspur Village, Delhi, 110091, India;28.611217;77.285184;good
01, Kashmere Gate, Delhi, 110006, India;28.666602;77.229617;bad
3, club house Oberoi appts, 2, Sham Nath Marg, Prema Kunj, Civil Lines, Delhi, 110054, India;28.674148;77.225627;bad
D 131 Gurudwara Road, Street Number 13, Madhu Vihar, I.P.Extension, Patparganj, Delhi, 110092, India;28.635928;77.30384;bad
R3VR+H2V, Bawana Rd, Narela Mandi, Narela, Delhi, 110040, India;28.844043;77.090019;bad
M24R+WVW, Nathan Vihar, Ranhola, Delhi, 110041, India;28.657143;77.042162;bad
M7GW+8W5, Shahdara Flyover, East Ram Nagar, Ram Nagar, Shahdara, Delhi, 110032, India;28.675818;77.297154;bad
D1/497, 40 Feet Rd, Block D, Sultanpuri, Delhi, 110086, India;28.696987;77.073298;bad
Q357+M2G, Bawana Rd, Sector 36, Barwala, Delhi, 110039, India;28.759189;77.062691;bad
Administrative Block, DRM Office block, J6Q9+FXF, State Entry Rd, Railway Colony, Delhi, 110002, India;28.638926;77.220571;bad
Kali Mandir, M372+HX3, Nangloi - Najafgarh Rd, SH. Ishwar Vatika, Adhyapak Nagar, Nangloi, Delhi, 110041, India;28.66393;77.05227;bad
Edmc Hq East Municipal Corporation, Edmc Hq East Municipal Corporation, 419, Patparganj Industrial Area, Patparganj, Delhi, 110092, India;28.638731;77.308132;bad
2097/22 Balaji Market, Chah indara, Bhagirath Palace, Chhippy Wada, Chandni Chowk, Delhi, 110006, India;28.656381;77.234434;bad
Nangli, Ranaji Enclave, Masudabad, Najafgarh, Delhi, 110043, India;28.617378;77.010384;bad
P64F+CF8, Chaudhary Fateh Singh Marg, Indra Basti, Block C, Delhi Administration Flats, Timarpur, Delhi, 110007, India;28.706073;77.223567;bad
M66H+4CM, Shyama Prasad Mukherjee Marg, Old Delhi, Delhi, 110006, India;28.660196;77.228798;bad
H3R4+944, Sector 11 Dwarka, Dwarka, Delhi, 110075, India;28.591037;77.055303;bad
Shish Ram Park, Uttam Nagar East, Rani Bagh, J3F8+W36, Block D, JJ Colony, Uttam Nagar, Delhi, 110059, India;28.624755;77.065108;bad
White House No.1, Shop No.4, opposite Delhi Technological University, Sector 17, Rohini, Delhi, 110085, India;28.736594;77.11313;good
ISBT Ring Road, Civil Lines, Delhi, 110054, India;28.671234;77.231432;bad
M39W+JF4, Rd Number 30, Reserve Bank Enclave, Paschim Vihar, Delhi, 110063, India;28.669124;77.095954;good
561, Pocket 3, Sector 11C, Rohini, Delhi, 110085, India;28.731927;77.115772;good
M3VF+JRF, Block B 4, Harijan Colony, Sultanpuri, Delhi, 110086, India;28.694145;77.074601;bad
DTC Rajghat Depot, RPS Complex, Raj Ghat, Delhi, 110002, India;28.640033;77.257656;bad
198, Qutab Rd, Ram Nagar Market, Teliwara, Sadar Bazaar, Delhi, 110006, India;28.648585;77.217864;bad
28/24, Budhpur - Alipur Rd, Zindpur, Delhi, 110036, India;28.789952;77.142096;good
58, Shivaji Marg, Block D2, Milap Nagar, Uttam Nagar, Delhi, 110059, India;28.624228;77.063936;bad
C-110, Aggra Nagar, Gali No 1, Nangloi, Gulshan Park, Mubarkpur, Delhi, 110041, India;28.686508;77.057299;bad
Legends The Merchant Group 243, Vardhman Plaza, New, Saint Nagar Delhi, Rani Bagh, Pitam Pura, Delhi, 110034, India;28.68934;77.133405;good
ITO (Agarwal Chowk), Mata Sundari Railway Colony, Mandi House, Delhi, 110002, India;28.628735;77.241222;good
18/2, Rajapur, Pocket 18/2, Sector 13, Rohini, Delhi, 110085, India;28.721836;77.128433;bad
B, GURU GOBIND SINGH GOVERNMENT HOSPITAL, Pocket A, Raghubir Nagar, Tagore Garden Extension, Delhi, 110027, India;28.653865;77.10715;bad
3464, 1st Floor, Bajrang Bali Street, Chawri Bazar Rd, opposite Loha Bhawan, Bazar Sirkiwalan, Hauz Qazi, Chandni Chowk, Delhi, 110006, India;28.649771;77.228408;bad
Karnal Bypass, Rajiv Nagar, Bhalswa, Delhi, 110042, India;28.736737;77.154565;bad
P4F3+P28, Bagga Link Rd, Paul Colony, Rithala, Rohini, Delhi, 110085, India;28.72444;77.102378;good
Phase-2 Shed No- 1/10, 1/11, DSIDC Complex Near New Police station, Nand Nagri, Mandoli, Delhi, 110093, India;28.698434;77.309425;bad
PLOTNumber 1 RAO SURAT, Bhagat Singh Marg, Haiderpur, Shalimar Bagh, Delhi, 110088, India;28.725087;77.146437;good
BANK, JANKI DEVI MEMORIAL COLLEGE, J.D.M.C Rd, Old Rajinder Nagar, Rajinder Nagar, Delhi, 110001, India;28.641262;77.191537;good
Nangloi Metro Station, Block 4 ABC, Nangloi, Delhi, 110041, India;28.68209;77.06489;bad
1786 Lal Kuan Main Bazar Opp Lal Masjid Near Chawri Bazar Metro station, Baradari, Chandni Chowk, Delhi, 110006, India;28.653751;77.222486;good
3010, Bahadurgarh Rd, Pahari Dhiraj, Sadar Bazaar, Delhi, 110006, India;28.661264;77.211398;good
BG-135, Gyan Shakti Mandir Marg, Reserve Bank Colony, Reserve Bank Colony, Block BG 1, West Shalimar Bagh, Shalimar Bagh, Delhi, 110088, India;28.713719;77.151778;good
P38F+58G, Sector 20, Budh Vihar, Delhi, 110086, India;28.715043;77.073626;good
C-110, Aggra Nagar, Gali No 1, Nangloi, Gulshan Park, Mubarkpur, Delhi, 110041, India;28.686508;77.057299;bad
M66H+4CM, Shyama Prasad Mukherjee Marg, Old Delhi, Delhi, 110006, India;28.660081;77.22866;bad
P-4/54, near Mother Dairy, Jagdamba Market, Block P4, Aman Vihar, Sultanpuri, Delhi, 110086, India;28.70189;77.071962;bad
R57C+2C Delhi, India;28.812544;77.171022;bad
A-88, Gali Number 15, Madhu Vihar, I.P.Extension, Patparganj, Delhi, 110092, India;28.63597;77.303781;bad
M64R+79X, Lal Qila, Chandni Chowk, Delhi, 110006, India;28.655248;77.240833;good
H3P4+JVW, Sector 10 Dwarka, Dwarka, Delhi, 110075, India;28.586232;77.057073;bad
A1/486, Grand Trunk Rd, Uberoi Compound, Ghisa, Dilshad Garden, Delhi, 110095, India;28.676331;77.32008;good
Ghuman Hera More / Shikarpur Crossing, Daryapur Khurd Village, Delhi, 110043, India;28.538034;76.923059;good
Metro Station-Jhilmil, Jhilmil Industrial Area, Jhilmil Colony, Delhi, 110095, India;28.675687;77.312273;bad
UF Apartmenr, sector 6 9, Sector 6 Dwarka, Dwarka, Delhi, 110075, India;28.59669;77.063296;bad
H2QQ+P7 Delhi, India;28.589373;77.038177;good
P52X+87G, New Police Lines, Kingsway Camp, GTB Nagar, Delhi, 110009, India;28.700974;77.198565;good
119, DDA Flats, North Kanti Nagar, Block C, Seelampur, Anand Vihar, Delhi, 110053, India;28.670772;77.272553;bad
C2/97, Block C2, Sultanpuri, Delhi, 110086, India;28.700055;77.078839;bad
13, Sham Nath Marg, Railway Colony, Civil Lines, Delhi, 110054, India;28.676488;77.224987;bad
15 A, Street Number 5, Sangam Vihar, Dharampura, Najafgarh, Delhi, 110043, India;28.605361;76.998354;good
Friends appartment, Amba Enclave, Pocket 31, Sector 9, Rohini, Delhi, 110085, India;28.712179;77.119345;good
Ordinance Depot, Delhi, India;28.677023;77.11533;good
741, SH 57, Shahdara, Delhi, 110032, India;28.675745;77.29922;bad
DTC Rajghat Depot, RPS Complex, Raj Ghat, Delhi, 110002, India;28.639779;77.25779;bad
Model Town, P53P+GWH, Ring Rd, Block B, Gujranwala Town, Delhi, 110009, India;28.703996;77.187367;good
Pal Colony, near Honda Showroom, Rithala Extension, Rithala, Rohini, Delhi, 110085, India;28.722873;77.104685;bad
C-110, Aggra Nagar, Gali No 1, Nangloi, Gulshan Park, Mubarkpur, Delhi, 110041, India;28.686508;77.057299;bad
10/203, 2nd Floor, Sikka Complex, Preet Vihar Community Centre, Preet Vihar, New Delhi – 110092, C Block, Preet Vihar, Delhi, 110092, India;28.640342;77.293971;good
Gur Mandi, Rajpura, Kalyan Vihar, Delhi, 110007, India;28.684525;77.196415;bad
POWER HOUSE, ANKUR APARTMENT, I.P.Extension, Patparganj, Delhi, 110092, India;28.619198;77.290107;bad
4-5, Shahzada Bagh, Industrial Area, Opp, Inderlok, Delhi, 110035, India;28.612517;77.277318;good
X 588 Nangloi New Delhi, Nangloi, Delhi, 110041, India;28.682133;77.0721;bad
446, Bholanath Nagar, Baburam School Road, Shahdara, East Rohtas Nagar, Sunder Park, Shahdara, Delhi, 110032, India;28.667149;77.290294;bad
Shop No 7, Rithala Metro Station, Sector 11, Rohini, Delhi, 110085, India;28.720615;77.107349;good
BLOCK-4, SKYLARK APARTMENT, Sector 6 Dwarka, Dwarka, Delhi, 110075, India;28.587015;77.065782;good
2/23, Amar Colony, Nangloi Extension, Nangloi, Delhi, 110041, India;28.682261;77.047827;bad
OFFICE, CAMBRIDGE FOUNDATION SCHOOL, Major Sudesh Kumar Marg, Block J, Rajouri Garden Extension, Rajouri Garden, Delhi, 110027, India;28.639749;77.114279;good
C-110, Aggra Nagar, Gali No 1, Nangloi, Gulshan Park, Mubarkpur, Delhi, 110041, India;28.686508;77.057299;bad
M6Q5+2JC, Chhatra Marg, Art Faculty, University Enclave, Delhi, 110007, India;28.687377;77.209043;good
34/1, Double Storey, Tihar Colony, Ashok Nagar|New, Delhi, 110018, India;28.616615;77.101209;bad
Shop G- 10 Regent Mall, Hardhyan Singh Marg, behind Gaffar Market, Block 32, Krishna Nagar, Karol Bagh, Delhi, 110005, India;28.65198;77.188398;good
HALL, Neelkanth Apartment 4, Sector 15, Sector 15A, Rohini, Delhi, 110085, India;28.729269;77.123923;good
320, 1st floor , Naya, Katra Kushal Rai Rd, Kinari Bazar, Katra Shah N Shah, Chandni Chowk, Delhi, 110006, India;28.654484;77.231207;bad
Shop No 7, Rithala Metro Station, Sector 11, Rohini, Delhi, 110085, India;28.720495;77.107487;good
A- block, Maharishi Balaram Marg, JJ Colony, Shakurpur Colony, Shakurpur, Delhi, 110034, India;28.686508;77.147072;bad
Surajmal Stadium, Camp No 3, Block X, JJ Colony No 3, Nangloi, Delhi, 110041, India;28.682044;77.072839;bad
opp Gate No 4 Bonta Ridge Area, Bhiku Ram Jain Marg - Rajpur Rd, Kamla Nehru Ridge, Civil Lines, Delhi, 110007, India;28.679337;77.215743;good
C-110, Aggra Nagar, Gali No 1, Nangloi, Gulshan Park, Mubarkpur, Delhi, 110041, India;28.686508;77.057299;bad
J7RV+GXQ, New Rajdhani Enclave, Preet Vihar, Delhi, 110092, India;28.641193;77.294943;bad
H2XQ+FFC, Sector 13, Kakrola, Delhi, 110075, India;28.598947;77.03884;good
43, Sector 15, Pocket 12, Sector 15F, Rohini, Delhi, 110089, India;28.733097;77.129369;bad
P486+RXR, Bhagwan Mahavir Marg, Rohini Institutional Area, Sector 5, Rohini, Delhi, 110085, India;28.717031;77.112339;good
M45J+845, Block W, Basai Dara pur, Bali Nagar, Delhi, 110015, India;28.658318;77.130322;bad
47-48, Shani Bazar Chowk, Dhabe Ke Saath Mein, Hastsal Rd, B Block, JJ Colony, Uttam Nagar, Delhi, 110059, India;28.624336;77.061414;bad
C-110, Aggra Nagar, Gali No 1, Nangloi, Gulshan Park, Mubarkpur, Delhi, 110041, India;28.686508;77.057299;bad
P4G7+9RG, Swarn Jayanti Park, Sector 12, Rohini, Delhi, 110085, India;28.725531;77.114259;good
M3M8+2Q3, Punjabi Basti, JJ Colony No 1, Nangloi, Delhi, 110041, India;28.682352;77.066821;bad
972, Chotta Chippiwara, Chawri Bazaar, Bazar Sirkiwalan, Hauz Qazi, Chandni Chowk, Delhi, 110006, India;28.648819;77.226058;bad
ISBT Ring Road, Civil Lines, Delhi, 110054, India;28.671234;77.231432;bad
M7C8+98P, Phase 1, Block B, Shahdara, Delhi, 110053, India;28.670925;77.265909;bad
Gurudwara m.k.t,staff quarter Delhi, M6WH+59V, Majnu-ka-tilla, Civil Lines, Delhi, 110054, India;28.695628;77.228202;bad
Rohini West station, Rohini, Delhi, 110085, India;28.71471;77.116394;good
Dwarka Sector- 10, Dwarka Shree Ramlila Society ,Ramlila Ground New 110075, Sector 10 Dwarka, Dwarka, Sector 10 Dwarka, Dwarka, Delhi, 110075, India;28.580764;77.057979;bad
CPRTI / Delhi Jal Board, Central Ridge Reserve Forest, Delhi, 110001, India;28.636885;77.192311;bad
Delhi Technological University, Shahbad Daulatpur, New Delhi, Bawana Rd, Delhi Technological University, Shahbad Daulatpur Village, Rohini, Delhi, 110042, India;28.749802;77.11628;bad
M8G5+C53, Damodar Park Industrial Area, Block R, Dilshad Garden, Delhi, 110095, India;28.675902;77.30798;bad
236, Kucha Tiku Shah, Ajmeri Gate, Delhi, 110006, India;28.648162;77.225725;bad
1679, Shyama Prasad Mukherjee Marg, Katra Ghel, Khari Baoli, Chandni Chowk, Delhi, 110006, India;28.661358;77.22081;bad
H3M2+WQ Delhi, India;28.584839;77.051883;good
M3M8+2Q3, Punjabi Basti, JJ Colony No 1, Nangloi, Delhi, 110041, India;28.682351;77.066979;bad
P3W2+27 Delhi, India;28.745021;77.050641;bad
P4F3+5R Delhi, India;28.722974;77.104536;good
C-110, Aggra Nagar, Gali No 1, Nangloi, Gulshan Park, Mubarkpur, Delhi, 110041, India;28.686508;77.057299;bad
C-110, Aggra Nagar, Gali No 1, Nangloi, Gulshan Park, Mubarkpur, Delhi, 110041, India;28.686508;77.057299;good
11/5B, 2nd Floor, Param Towers, Pusa Road, Block 11, Old Rajinder Nagar, Rajinder Nagar, Delhi, 110005, India;28.64294;77.182084;bad
Q6F3+53 Delhi, India;28.772939;77.202702;bad
H2QQ+P7 Delhi, India;28.589373;77.038177;good
C-350,Qutub Vihar Phase-1 Jhankar Road New Delhi, Rajpath Area, Central Secretariat, Delhi, 110071, India;28.613521;77.216809;bad
M64R+79X, Lal Qila, Chandni Chowk, Delhi, 110006, India;28.655248;77.240833;bad
H2V9+X25, Sector 16 C, Dwarka, Delhi, 110078, India;28.594851;77.017805;bad
M66H+4CM, Shyama Prasad Mukherjee Marg, Old Delhi, Delhi, 110006, India;28.660081;77.22866;bad
Metro Station Haiderpur Badli Mor, Max Wali Rd, C and D Block, Shalimar Place Site, Shalimar Bagh, Delhi, 110088, India;28.729486;77.148151;bad
Chatterpur, 278, 205 Delhi Rd, near Ramlela chonk, Sector 10 Dwarka, Dwarka, Delhi, 110075, India;28.581558;77.051007;bad
M3MH+R52, Bhim Nagar, Block D, Delhi State Industrial and Infrastructure Development, Nangloi, Delhi, 110041, India;28.683884;77.078402;bad
C-110, Aggra Nagar, Gali No 1, Nangloi, Gulshan Park, Mubarkpur, Delhi, 110041, India;28.686508;77.057299;bad
S-26/17, CSC-3, Pocket 2, Sector 11D, Rohini, Delhi, 110085, India;28.732301;77.111125;good
P4C9+PRW, Swarn Jayanti Park, Sector 10, Rohini, Delhi, 110085, India;28.722288;77.119614;good
P4G7+9RG, Swarn Jayanti Park, Sector 12, Rohini, Delhi, 110085, India;28.725531;77.114259;good
C-110, Aggra Nagar, Gali No 1, Nangloi, Gulshan Park, Mubarkpur, Delhi, 110041, India;28.686508;77.057299;bad
Jahangir Puri Outer Ring Road, Bhalswa Jahangirpuri, Jahangirpuri, Delhi, 110033, India;28.734246;77.176531;bad
No. D-6 320,, Sir Chotu Ram Marg, Sector 6, Rohini, Delhi, 110085, India;28.715757;77.112126;good
G-6, Pocket 1, Sector 10 Dwarka, Dwarka, Delhi, 110075, India;28.590284;77.058961;good
P486+H9 Delhi, India;28.716412;77.110901;bad
P55Q+7HH, Model Town Phase 2, Phase 2, Model Town, Delhi, 110009, India;28.70829;77.189346;good
2875, Bahadurgarh Rd, near Teliwara, Teliwara, Sadar Bazaar, Delhi, 110006, India;28.660019;77.215293;bad
1181, near jahangirpuri metro station, e-block, Jahangirpuri, Delhi, 110033, India;28.725333;77.163162;bad
4769, Main Bazar Rd, Bazar Sangatrashan, Bagichi Ramchander, Kaseru Walan, Paharganj, Delhi, 110055, India;28.641012;77.213792;bad
Plot No. 474, Pal Colony, Paul Colony, Rithala, Rohini, Delhi, 110085, India;28.723296;77.104063;bad
C-110, Aggra Nagar, Gali No 1, Nangloi, Gulshan Park, Mubarkpur, Delhi, 110041, India;28.686508;77.057299;good
R M Retail India,1390, G/F, Nicholson Road,, Kashmere Gate, Old Delhi, Delhi, 110006, India;28.665993;77.228363;bad
C2/449, Block C2, Sultanpuri, Delhi, 110086, India;28.699528;77.079719;bad
5, Pocket E, Sarita Vihar, Delhi, 110076, India;28.532253;77.298405;bad
Sri Hanuman Balaji Mandir, Vivek Vihar, M8F9+978, Jhilmil Industrial Area, Vivek Vihar, Delhi, 110095, India;28.673401;77.318212;good
125, Pocket E 20, Pocket 20, Sector 3E, Rohini, Delhi, 110085, India;28.699593;77.104541;good
Mayapuri Depot, Subhash Nagar, Delhi, 110027, India;28.635869;77.128326;good
A-218/2, second floor, Ashok Vihar Phase 1 Rd, Pocket H, Phase 1, Ashok Vihar, Delhi, 110052, India;28.690552;77.167379;bad
A1 block, Sultanpuri, Delhi, 110086, India;28.695233;77.074382;bad
2616, Bank St, near Raj Jewellers - Narang Group, Block 46, Beadonpura, Karol Bagh, Delhi, 110005, India;28.651467;77.193263;good
Shastri Park, Metro Vihar, Shastri Park, Jagjit Nagar, Delhi, 110053, India;28.668821;77.249385;bad
C-110, Aggra Nagar, Gali No 1, Nangloi, Gulshan Park, Mubarkpur, Delhi, 110041, India;28.686508;77.057299;good
Motinagar DLF, House Complex Market, Karampura Industrial Area, Karam Pura, Delhi, 110015, India;28.664617;77.157893;good
Madipur Metro Station, Madipur JJ Colony, Madhuban Enclave, Paschim Vihar, Delhi, 110063, India;28.676312;77.119711;bad
P5CR+PM Delhi, India;28.721831;77.191647;bad
P4F3+P28, Bagga Link Rd, Paul Colony, Rithala, Rohini, Delhi, 110085, India;28.72444;77.102378;good
Metro Station Janak Puri East, Metro Station Janak Puri East, Nangli Jalib, Janakpuri, Delhi, 110058, India;28.632832;77.086703;good
B11/83, Inderlok, Delhi, 110035, India;28.671209;77.165039;bad
1054, Bazar Sirkiwalan, Sita Ram Bazar, Chandni Chowk, Delhi, 110006, India;28.647638;77.228681;bad
6772 FIRST FLOOR D.B. GUPTA ROAD 10-B DEV NAGAR KAROL BAGH NEW DELHI, Pind Baluchi, Block 10B, Dev Nagar, Karol Bagh, Delhi, 110005, India;28.656686;77.185721;bad
21, Sector 12 Dwarka, Dwarka, Delhi, 110078, India;28.591478;77.036156;good
M67W+5J Delhi, India;28.662967;77.246506;bad
288, Bawana Rd, Block C, Rohini, Delhi, 110042, India;28.744824;77.114167;bad
J7C5+9W Delhi, India;28.620913;77.259809;bad
P4F3+P28, Bagga Link Rd, Paul Colony, Rithala, Rohini, Delhi, 110085, India;28.72444;77.102378;bad
ISBT Ring Road, Civil Lines, Delhi, 110054, India;28.671509;77.231347;good
